id,created_at,title,link,organizer,category,instructor,level,rating,fee,description,image
244,2023-12-16 16:47:23.175286+00,Object Oriented Programming,https://myskill.id/course/object-oriented-programming,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.43,Berbayar,"Materi ini membahas tentang object oriented programming atau disingkat OOP. Akan dibahas detail mengenai class, object, dan inheritance. Selain itu dibahas pula mengenai polymorphism dan encapsulation.",https://image.myskill.id/elearning-poster/nrZZIxMjYq9Vo7DxSh4q/thumbnail.png
245,2023-12-16 16:47:23.175286+00,Operation and Health Service Metrics,https://myskill.id/course/operation-health-service-metrics,Myskill,Data Science & Data Analysis,"Anugrah Rusdianto ",,4.49,Berbayar,"Materi ini masih linear dengan dua materi sebelumnya, di materi kali ini akan dibahas contoh business metric operation dan business health mulai dari pengantar sampai aktivitasnya.",https://image.myskill.id/elearning-poster/0LPm95xxMsUlQc2v75rr/thumbnail.png
246,2023-12-16 16:47:23.175286+00,Paid Content Marketing,https://myskill.id/course/paid-content-marketing,Myskill,Digital Marketing,Azka Zakiyyatuddin,"Beginner ",4.54,Berbayar,"Materi ini akan menyajikan penjelasan mengenai content marketing. Selain itu, kita juga akan belajar cara mengembangkan konten yang sesuai dan membangun content strategy yang efektif.",https://image.myskill.id/elearning-poster/nyaiNFzcEHgailXhEWin/thumbnail.png
247,2023-12-16 16:47:23.175286+00,Pandas Datetime,https://myskill.id/course/pandas-datetime,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.54,Berbayar,"Pada pembelajaran kali ini, kita akan mempelajari mengenai Pandas datetime, Pandas timedelta, dan window function.",https://image.myskill.id/elearning-poster/mIAbSe7MzaTHw7xz0hRX/thumbnail.png
248,2023-12-16 16:47:23.175286+00,Pelatihan Esensial Power BI,https://www.linkedin.com/learning/pelatihan-esensial-power-bi,LinkedIn,Data Science & Data Analysis,Gini von Courter,,,Berbayar,"Temukan cara cepat memperoleh wawasan dari data Anda menggunakan Power BI. Serangkaian alat analitik bisnis yang hebat ini, yang meliputi layanan Power BI, Power BI Desktop, dan Power BI Mobile, dapat membantu Anda menciptakan dan membagikan visualisasi yang berdampak secara lebih efektif kepada orang lain di perusahaan Anda. Dalam kursus ini, Gini von Courter siap membantu Anda memulai perjalanan dengan rangkaian alat canggih ini. Gini mengawali kursus dengan membahas layanan Power BI berbasis web. Dia menjelaskan cara mengimpor data, menciptakan visualisasi, dan menyusun visualisasi tersebut ke dalam laporan. Dia lalu menjelaskan cara menyematkan visualisasi ke dasbor untuk dibagikan, juga cara mengajukan pertanyaan tentang data Anda menggunakan fitur Tanya Jawab (Q""A) Power BI. Dia juga membahas Power BI Mobile dan menunjukkan cara menggunakan kemampuan pemodelan data di Power BI Desktop.",https://media.licdn.com/dms/image/C4E0DAQF6hpUZw33tHA/learning-public-crop_144_256/0/1647638602513?e=1701788400&v=beta&t=8MM81w9DmT2Tajl5WMDLV1aO-3qiEQOdfVHWrEcKc08
249,2023-12-16 16:47:23.175286+00,Pelatihan Penting Tableau,https://www.linkedin.com/learning/pelatihan-penting-tableau,LinkedIn,Data Science & Data Analysis,Curt Frye,,,Berbayar,"Tableau adalah alat analitik dan visualisasi data yang kuat dan serbaguna yang banyak dianggap sangat diperlukan untuk pekerjaan ilmu data. Antarmuka seret dan lepas memudahkan pengguna untuk mengurutkan, membandingkan, dan menganalisis data dari berbagai sumber, termasuk Excel, SQL Server, dan repositori data berbasis cloud. Dalam kursus ini, pelajari cara menganalisis dan menampilkan data menggunakan Tableau 2021—dan membuat keputusan yang lebih baik dan berbasis data untuk perusahaan Anda. Instruktur Curt Frye menunjukkan cara menginstal Tableau, menghubungkan ke sumber data, dan mengurutkan serta memfilter data Anda. Curt menggunakan contoh dunia nyata untuk menunjukkan cara membuat dan memanipulasi visualisasi data—termasuk tabel sorotan, bagan, plot sebar, histogram, peta, dan dasbor—dan menunjukkan cara membagikan visualisasi Anda.",https://media.licdn.com/dms/image/C560DAQGyX6A8TzUsvA/learning-public-crop_144_256/0/1622837455576?e=1701788400&v=beta&t=0uO72EvkA69kzQUV3auWq1Glxs2sv6mr5aeQed86Mfs
250,2023-12-16 16:47:23.175286+00,Pemasaran Media Sosial: Strategi dan Pengoptimalan,https://www.linkedin.com/learning/pemasaran-media-sosial-strategi-dan-pengoptimalan,LinkedIn,Digital Marketing,Martin Waxman,"Beginner ",4.9,Berbayar,"Pelajari metode tiga langkah untuk mengoptimalkan bauran pemasaran media sosial Anda. Dapatkan perspektif baru tentang konten, platform pilihan, dan strategi Anda. Bergabunglah dengan ahli strategi komunikasi digital, Martin Waxman, dalam kursus singkat yang mencerahkan ini. Kursus ini mungkin bahkan bisa mengubah kebiasaan penggunaan media sosial pemasar paling berpengalaman sekalipun. Pelajari cara menganalisis strategi yang berhasil (dan tidak) menggunakan analisis SWOT, lalu sesuaikan rencana untuk memanfaatkan kekuatan Anda. Setelah itu, Martin meninjau perkembangan terbaru di Facebook, Instagram, Twitter, LinkedIn, YouTube, Pinterest, Snapchat, dan TikTok, untuk membantu Anda memahami cara memosisikan merek dengan benar di setiap platform. Selain itu, Anda juga akan mempelajari cara mewujudkan strategi menjadi tindakan serta membuat konten dan cerita yang berbayar dan organik, yang mampu membangun hubungan.",https://media.licdn.com/dms/image/C4E0DAQHBi4VretTfIQ/learning-public-crop_144_256/0/1663614140370?e=1701766800&v=beta&t=JImy0XLVkMoId2wnxyXYyQ-A6C__jsKmMZqhYf57yG0
251,2023-12-16 16:47:23.175286+00,Pemasaran: Naskah Iklan untuk Media Sosial,https://www.linkedin.com/learning/pemasaran-naskah-iklan-untuk-media-sosial,LinkedIn,Digital Marketing,Michaela Alexis,"Beginner ",5,Berbayar,"Kata-kata yang tepat dapat menggerakkan audiens Anda untuk bertindak. Tetapi menemukan kata-kata itu dengan andal — dan menyesuaikannya untuk di-posting di berbagai platform media sosial — bukanlah hal yang mudah. Instruktur dan guru membangun citra diri, Michaela Alexis, memahami perjuangan ini. Dan dalam kursus ini, dia menguraikan alat dan strategi naskah iklan yang dapat membantu Anda menemukan suara merek Anda dan membuka kesuksesan media sosial. Michaela membagikan formula naskah iklan tepercaya dan menunjukkan bagaimana persona pembeli dapat membantu Anda membuat konten tertulis yang lebih relevan. Dia menjelaskan cara menyesuaikan naskah iklan Anda secara khusus untuk berbagai platform sosial—seperti LinkedIn, Twitter, dan platform dari Meta: Facebook dan Instagram. Selain itu, Michaela memperkenalkan alat yang dapat membantu Anda menjaga agar konten tetap dapat dibaca dan bebas dari kesalahan, sambil menawarkan kiat untuk terus meningkatkan postingan Anda menggunakan umpan balik dan pengujian A/B.",https://media.licdn.com/dms/image/C560DAQG8OqhHmbt6nQ/learning-public-crop_144_256/0/1629489926318?e=1701766800&v=beta&t=LSKQEnwauRWRyTic3VFIoCbsqCCF9-7dVzz1TsA-tvI
252,2023-12-16 16:47:23.175286+00,Pengantar Analisis Data untuk Memecahkan Masalah Kualitas,https://www.udemy.com/course/introduction-to-data-analysis-for-solving-quality-problems/,Udemy,Data Science & Data Analysis,Taman Belajar,,4.8,Gratis,"Mampu menjelaskan konsep dasar analisis data untuk perbaikan proses dan produkMampu menjelaskan pemahaman dasar klasifikasi data dan skala pengukuranMelakukan metode dasar untuk mendeskripsikan variasiMelakukan metode dasar menggunakan pengendalian proses statistik, dan melakukan analisis kemampuan",https://img-b.udemycdn.com/course/240x135/5043640_0d19.jpg
253,2023-12-16 16:47:23.175286+00,Pengantar Analisis Merek Digital untuk Pemula,https://www.udemy.com/course/digital-brand-analysis/,Udemy,Digital Marketing,Bina Nusantara University,"Beginner ",4.4,Gratis,Student akan belajar hal-hal mendasar yang perlu diketahui tentang analisis merek digitalMengidentifikasikan proses dasar untuk menganalisa merek pada media digitalMenjelaskan komponen-komponen pada analisis merek pada media onlineMembuat rencana analisis merek pada media digital,https://img-c.udemycdn.com/course/240x135/3712394_510f.jpg
254,2023-12-16 16:47:23.175286+00,Population Health: Responsible Data Analysis,https://www.coursera.org/learn/responsible-data-analysis,Coursera,Data Science & Data Analysis,Mar Rodriguez Girondo,,4.5,Gratis,"Di sebagian besar bidang kesehatan, data digunakan untuk membuat keputusan penting.  Sebagai manajer populasi kesehatan, Anda akan memiliki kesempatan untuk menggunakan data untuk menjawab pertanyaan-pertanyaan menarik. Dalam kursus ini, kita akan membahas analisis data dari perspektif yang bertanggung jawab, yang akan membantu Anda mengekstrak informasi yang berguna dari data dan memperluas pengetahuan Anda tentang aspek-aspek spesifik yang menarik dari populasi. ",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b7/b14a06c6334f04a8bd356482c7b829/Coursera-elements-DATA.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
255,2023-12-16 16:47:23.175286+00,Power BI: Dasbor untuk Pemula,https://www.linkedin.com/learning/power-bi-dasbor-untuk-pemula,LinkedIn,Data Science & Data Analysis,Joshua Rischin,,,Berbayar,"Dapatkan panduan pemula singkat dan sederhana untuk Power BI. Dalam kursus singkat ini, Joshua Rischin membongkar proses membangun dasbor di Power BI, alat analitik bisnis dan visualisasi data canggih dari Microsoft. Joshua memulai kursus dengan pengenalan singkat mengenai cara kerja dasbor Power BI, termasuk komponen-komponen yang membentuk dasbor. Selanjutnya, ia menunjukkan cara memilih data yang tepat dan menghubungkannya ke dasbor. Anda kemudian bisa mempelajari cara mempersiapkan dan menyesuaikan layout dasbor, memilih dan mengonfigurasi jenis bagan, menerapkan filter dasbor, dan meningkatkan dasbor dengan sejumlah cara yang bermanfaat. Pelajaran ini memberi kemudahan, bahkan bagi para pengguna pemula, untuk mengubah data mentah menjadi cerita kuat yang dapat membantu menghasilkan keputusan bisnis yang lebih baik.",https://media.licdn.com/dms/image/C4D0DAQGDfCtk-62CAA/learning-public-crop_144_256/0/1600119167881?e=1701788400&v=beta&t=0gkh22OlvWTYz8APOaz3tVcrLQVZKa7ifbg4cL2LDbY
256,2023-12-16 16:47:23.175286+00,Preparing Your Career as Campaign Planner,https://myskill.id/course/preparing-career-as-campaign-planner,Myskill,Digital Marketing,Azka Zakiyyatuddin,"Beginner ",4.6,Berbayar,"Materi ini berisi tentang cara mempersiapkan diri untuk menjadi seorang campaign planner. Di akhir sesi, kita akan memahami skill-skill yang akan dibutuhkan disertai dengan tips dan trik membuat CV dan menaklukan interview.",https://image.myskill.id/elearning-poster/vQUgipwmgLdP23fHRnsP/thumbnail.png
259,2023-12-16 16:47:23.175286+00,Probability and Distribution,https://myskill.id/course/probability-distribution,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.55,Berbayar,"Pada materi ini, kita akan mempelajari peluang dan distribusi. Kita akan belajar menganai peluang, distribusi diskret, distribusi kontinu. Setelah mempelaajari materi ini, peserta dapat menggunakan distribusi yang sesuai dengan data yang dimiliki.",https://image.myskill.id/elearning-poster/61Cle456puBILJf8S6bv/thumbnail.png
260,2023-12-16 16:47:23.175286+00,Process Mining: Data Science in Action,https://www.coursera.org/learn/process-mining,Coursera,Data Science & Data Analysis,Wil van der Aalst,,4.7,Gratis,Kursus ini dimulai dengan gambaran umum tentang pendekatan dan teknologi yang menggunakan data peristiwa untuk mendukung pengambilan keputusan dan desain ulang proses bisnis. Kemudian mata kuliah ini berfokus pada process mining sebagai jembatan antara data mining dan pemodelan proses bisnis. Mata kuliah ini berada pada tingkat pengenalan dengan berbagai tugas praktis. Mata kuliah ini mencakup tiga jenis utama dari process mining. Tipe pertama dari process mining adalah discovery. Teknik discovery mengambil sebuah event log dan menghasilkan sebuah model proses tanpa menggunakan informasi apriori.,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d7/68f1b0d03511e386f43790e29f1243/dreamstime_l_21055560.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
261,2023-12-16 16:47:23.175286+00,Professional Advertising & Graphic Design [Mascot/Logo],https://www.udemy.com/course/professional-mascot-logo-design-in-photoshop/,Udemy,Graphic Design,Dr. Abhishek Kumar,,4.2,Gratis,"How to Create a MascotVector tools in PhotoshopResearch, Concepts & SketchOutline, Brushes & Line WeightsColor Variations in Photoshop",https://img-c.udemycdn.com/course/240x135/2080096_6e3f_4.jpg
262,2023-12-16 16:47:23.175286+00,Professional BusinessPresentations,https://www.edx.org/learn/public-speaking/doane-university-professional-business-presentations,Doane University,Communication,,Introductory,,,"Business Communication, Design Elements And Principles, Infographics, Business Presentations, Microsoft PowerPoint, Presentations",https://prod-discovery.edx-cdn.org/media/course/image/fa60b7a5-3ef7-4266-b2e3-8fe922dddbbe-0af659e18e96.small.jpeg
263,2023-12-16 16:47:23.175286+00,Project: Clustering Model,https://myskill.id/course/clustering-model-use-case,Myskill,Data Science & Data Analysis,Iffatabiyan Habibilhafizh Alhisyam,,4.61,Berbayar,"Video pembelajaran praktik pemodelan klastering dalam analisis data menyajikan proses pengelompokan data berdasarkan kesamaan karakteristik. Peserta belajar bagaimana menerapkan algoritma klastering, seperti K-Means, untuk mengidentifikasi pola dan segmen data. Ini membantu dalam pengambilan keputusan dan pemahaman yang lebih dalam tentang data dalam analisis data.",https://image.myskill.id/elearning-poster/NaHrjaAZh2v82WHCvVkH/thumbnail.png
264,2023-12-16 16:47:23.175286+00,Project: Prediction Model,https://myskill.id/course/prediction-model-use-case,Myskill,Data Science & Data Analysis,Iffatabiyan Habibilhafizh Alhisyam,,4.65,Berbayar,"Video pembelajaran praktik pemodelan prediksi dalam analisis data memberikan panduan langkah-demi-langkah tentang pengembangan model prediksi. Mulai dari pengumpulan data hingga evaluasi hasil, video ini membantu peserta memahami dan mengaplikasikan algoritma untuk memprediksi data masa depan dalam konteks analisis data.",https://image.myskill.id/elearning-poster/tKksb18wm7wQMCjc05jP/thumbnail.png
265,2023-12-16 16:47:23.175286+00,Public Speaking,https://www.edx.org/learn/public-speaking/rochester-institute-of-technology-public-speaking,Rochester Institute of Technology,Communication,,Introductory,,,"Communications, Public Speaking",https://prod-discovery.edx-cdn.org/media/course/image/be4b8ec7-9777-4eda-8f3e-97bae5d907e7-4eb0281574a8.small.jpeg
266,2023-12-16 16:47:23.175286+00,Python 101 - For Data Analysis,https://www.udemy.com/course/python-101-for-data-analysis/,Udemy,Data Science & Data Analysis,Alexander Shafe,,3.9,Gratis,Data Exploration & Manipulation using PythonData RelationshipsData TypesFunctionsSlicingCreate an Interactive Bill Payment System - Project,https://img-c.udemycdn.com/course/240x135/4907190_fa1c_2.jpg
267,2023-12-16 16:47:23.175286+00,Python and Statistics for Financial Analysis,https://www.coursera.org/learn/python-statistics-financial-analysis,Coursera,Data Science & Data Analysis,Xuhu Wan,,4.4,Gratis,"Kursus ini menggabungkan coding python dan konsep statistik dan menerapkannya ke dalam analisis data keuangan, seperti data saham. Pada akhir kursus, Anda dapat mencapai hal-hal berikut dengan menggunakan python: - Mengimpor, pra-pemrosesan, menyimpan, dan memvisualisasikan data keuangan ke dalam pandas Dataframe - Memanipulasi data keuangan yang ada dengan membuat variabel baru menggunakan beberapa kolom - Mengingat dan menerapkan konsep statistik penting (variabel acak, frekuensi, distribusi, populasi dan sampel, interval kepercayaan, regresi linier, dll.) ke dalam konteks keuangan. ) ke dalam konteks keuangan - Membangun model perdagangan menggunakan model regresi linier berganda - Mengevaluasi kinerja model perdagangan menggunakan indikator investasi yang berbeda Lingkungan Jupyter Notebook dikonfigurasikan dalam platform kursus untuk mempraktikkan pengkodean python tanpa menginstal aplikasi klien apa pun.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d0/a5ef80dc2011e89bcda9b89149e681/Capture.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
268,2023-12-16 16:47:23.175286+00,Python for Data Analysis,https://www.udemy.com/course/smnr004-python-for-data-analysis/,Udemy,Data Science & Data Analysis,Bob Wakefield,,4.0,Gratis,"You will learn the most commonly used tools for data analysis with python including JupyterLab, Numpy and Pandas.You will learn to create visualizations from your data using Matplotlib and Seaborn.",https://img-c.udemycdn.com/course/240x135/3546816_a216.jpg
269,2023-12-16 16:47:23.175286+00,Regression and Inferential Analysis,https://myskill.id/course/regression-inferential-analysis,Myskill,Data Science & Data Analysis,"Anugrah Rusdianto ",,4.41,Berbayar,Pada meteri ini akan dibahas mengenai Pengenalan Model & Regresi,https://image.myskill.id/elearning-poster/Wi7plYvBOuulOc5VJGhY/thumbnail.png
270,2023-12-16 16:47:23.175286+00,Regular Advance Expression,https://myskill.id/course/regular-advance-expression,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.51,Berbayar,"Materi ini membahas mengenai materi regular expression python yang lebih detail dan mendalam. Akan ada review introduction terlebih dahulu kemudian lanjut membahas mengenai menemukan all matched substring occurence, dan alternation (substitute). Selain itu, dibahas pula mengenai splitting string dengan dan tanpa RegEx serta search dan replace sengan sub().",https://image.myskill.id/elearning-poster/0CmSwxDLcJrH1BpLnrlX/thumbnail.png
271,2023-12-16 16:47:23.175286+00,Regular Expression Python,https://myskill.id/course/regular-expression-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.46,Berbayar,"Materi ini akan membahas mengenai pengenalan regular expression. Selain itu, akan dibahas pula mengenai metacharacter dan RegEx module. Di akhir sesi akan dibahas juga mengenai Match Object.",https://image.myskill.id/elearning-poster/G0C0zOjvlPLNSJvosOnd/thumbnail.png
272,2023-12-16 16:47:23.175286+00,Relationship and Alter Table,https://myskill.id/course/relationship-alter-table,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.57,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada tipe-tipe relationship dan pengenalan alter table. Nantinya kamu juga akan belajar mengenai primary key and foreign key serta alter table!",https://image.myskill.id/elearning-poster/0sA7uZYykp5ypyyy3hPf/thumbnail.png
273,2023-12-16 16:47:23.175286+00,Revenue Forecasting andAnalysis,https://www.edx.org/learn/finance/the-international-monetary-fund-revenue-forecasting-and-analysis,The International Monetary Fund,Economics & Finance,,Intermediate,,,"Income Tax, Revenue Forecasting, Corporate Tax, Forecasting, Quantitative Modeling, Analytical Techniques",https://prod-discovery.edx-cdn.org/media/course/image/6272a8ba-5bef-495e-a3f9-fae6abd47ed0-1d0c64496d17.small.png
274,2023-12-16 16:47:23.175286+00,"Search, Match and Find All",https://myskill.id/course/search-match-and-find-all,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.52,Berbayar,"Materi ini berfokus pada search, match dan find all pada regular expression. Seperti mencari occurance pada sebuah pattern. matching pattern dengan teks, dan menemukan semua occurances dari sebuah pattern. Di akhir sesi akan dibahas juga mengenai re. VERBOSE",https://image.myskill.id/elearning-poster/zmeok5Nsd2qIT84HMNUC/thumbnail.png
275,2023-12-16 16:47:23.175286+00,Skills and Tools in Data Analysis,https://myskill.id/course/skill-tools-data-analysis,Myskill,Data Science & Data Analysis,"Anugrah Rusdianto ",,4.46,Berbayar,"Pada materi kali ini kamu akan mempelajari lebih lanjut mengenai hal-hal mendasar lainnya terkait data analysis. Kamu akan mempelajari hal seperti understanding Business Problems, data cleaning and preparation, dan exploratory data analysis & tools. Kamu akan semakin siap untuk mempelajari lebih dalam mengenai data analyst setelah mempelajari video ini.",https://image.myskill.id/elearning-poster/66lBSnjpjR97vWCe8rza/thumbnail.png
276,2023-12-16 16:47:23.175286+00,Social Media Marketing untuk Pemula,https://kelas.work/classes/social-media-marketing-untuk-pemula,Kelas.work,Digital Marketing,Eka Derianita | Sr. Social Media Specialist at Alterra Bills,"Beginner ",,Berbayar,"Apa yang kamu kira ketika mendengar Social Media Marketing? Hanya jago jualan? Tidak! Seperti Sales? Tidak! Social Media Marketing, tepatnya seperti menggabungkan beberapa profesi menjadi satu. KOL? Bisa. Copywriting? Dipelajari. Engagement? Sudah pasti harus bisa mengukurnya! Era digital membuat prospek karier Social Media Marketing dibutuhkan. Oleh karena itu, di kelas ini kamu akan belajar: Social Media Marketing Fundamentals Cara Kerja Social Media Marketing Social Media Content Plan Social Media Analytics Social Media Trends Eits! Tidak hanya itu! Kamu juga akan diajarkan cara membuat ads loh! Segala hal untuk menjadi Social Media Marketing specialist akan kamu pelajari di sini. Pemanfaatan social media, kreativitas, melihat peluang, hingga mengenal target pasar yang tepat adalah poin penting untuk kamu yang baru saja memulai.",https://kelas-work.s3.ap-southeast-1.amazonaws.com/bucket-prod-98123hsandknaknd1u3/upload/files/img/class/cover-10931445063fff8cffe37d5cd7002f97-ItwxE.webp
277,2023-12-16 16:47:23.175286+00,Soft Skills: CollaborateEffectively,https://www.edx.org/learn/business-communications/ibm-people-skills-collaborate-effectively,IBM,Communication,,Introductory,,,None,https://prod-discovery.edx-cdn.org/media/course/image/2be4a4bb-dcf5-46df-a469-5b71b65b0506-a46e368ca0be.small.png
278,2023-12-16 16:47:23.175286+00,Soft Skills: DevelopInterpersonal Skills,https://www.edx.org/learn/business-communications/ibm-soft-skills-develop-interpersonal-skills,IBM,Communication,,Introductory,,,None,https://prod-discovery.edx-cdn.org/media/course/image/5c04aa31-189c-488e-816a-2be13ed4c128-04bb026878b5.small.png
279,2023-12-16 16:47:23.175286+00,SQL Advance: Group By & Agregat,https://myskill.id/course/groupby-and-aggregate-function,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.59,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada fungsi agregat. Nantinya kamu juga akan belajar mengenai penggunaan WHERE dan akan ada sesi demostrasi di akhir!",https://image.myskill.id/elearning-poster/KAgEEJnTDUYyvLcAzxrX/thumbnail.png
280,2023-12-16 16:47:23.175286+00,SQL for Data Analysis: Solving real-world problems with data,https://www.udemy.com/course/sql-for-real-world-data-analysis/,Udemy,Data Science & Data Analysis,Max SQL,,4.5,Gratis,"The most important SQL to get you job ready fast.To apply SQL to solve real-world business problems.Excellent skills in handling, joining, and summarizing data.How a realistic relational database works (using never seen before data).To set up an analysis and solve problems from start to finish using SQL.And how to decide which animals to see when you visit Australia ;)",https://img-c.udemycdn.com/course/240x135/3147996_60aa.jpg
281,2023-12-16 16:47:23.175286+00,SQL Joins,https://myskill.id/course/sql-joins,Myskill,Data Science & Data Analysis,Kevin Adinata,,4.26,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada SQL Joins. Nantinya kamu juga akan belajar mengenai fungsi Join, hubungan join vs subquery dan akan ada sesi demonstrasi di akhir!",https://image.myskill.id/elearning-poster/2S7dc9gPj3xTn441p993/thumbnail.png
282,2023-12-16 16:47:23.175286+00,SQL Keyword,https://myskill.id/course/sql-keyword,Myskill,Data Science & Data Analysis,Kevin Adinata,,4.34,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada Fungsi subquery dan CTE. Nantinya kamu juga akan belajar mengenai pengenalan dasar mengenai CTE, subquery dan akan ada sesi demonstrasi di akhir sesi!",https://image.myskill.id/elearning-poster/YLQBFkt5ZdA6YsPMTp3E/thumbnail.png
283,2023-12-16 16:47:23.175286+00,SQL Mastery & Data Analysis - A Teaser,https://www.udemy.com/course/sqlmonkey/,Udemy,Data Science & Data Analysis,Maverick Learning,,3.7,Gratis,"This is a Teaser for my upcoming Course on SQL Mastery & Data Analysis Course. I might call it 'Monkeying to SQL Mastery & Data Analysis' !With the sample lectures, you will be able to actually START querying and writing your own BASIC Sql statements !.You will understand my Key Goals & Objectives of my upcoming course.You will understand various Topics and the Methodology I follow in the main course.Few Sample Lectures are Included.",https://img-c.udemycdn.com/course/240x135/3646093_c1d5_2.jpg
284,2023-12-16 16:47:23.175286+00,SQL String and Date Function,https://myskill.id/course/sql-string-and-date-function,Myskill,Data Science & Data Analysis,Kevin Adinata,,4.35,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada String and Date Functions. Nantinya kamu juga akan belajar mengenai pemahaman awal fungsi SQL string, date function dan akan ada sesi demonstrasi di akhir!",https://image.myskill.id/elearning-poster/qqmwgL289ueQzmth74tz/thumbnail.png
285,2023-12-16 16:47:23.175286+00,Stand Up!; ComedyWriting and PerformancePoetry,https://www.edx.org/learn/writing/university-of-cambridge-stand-up-comedy-writing-and-performance-poetry,University of Cambridge,Communication,,Intermediate,,,"Stand-Up Comedy, Scripting, Communications, Writing",https://prod-discovery.edx-cdn.org/media/course/image/767aa8e7-1d42-4292-85f1-ddcb6827e6d7-e80c86004f49.small.jpeg
286,2023-12-16 16:47:23.175286+00,Statistics,https://myskill.id/course/statistics-data-analysis,Myskill,Data Science & Data Analysis,"Anugrah Rusdianto ",,4.46,Berbayar,"Statistik merupakan jantung seorang data analysis, materi ini akan membuat kamu mempelajari mengenai dasar-dasar Statistik, Variabel, Sample dan Population. Kamu akan memahami statistik yang diperlukan dalam data analyst ketika kamu selesai mempelajari materi ini.",https://image.myskill.id/elearning-poster/TQjpZ36CCrXAEGkwJvRd/thumbnail.png
287,2023-12-16 16:47:23.175286+00,Statistics and data literacy for non-statisticians,https://www.udemy.com/course/statistics-literacy-for-non-statisticians/,Udemy,Data Science & Data Analysis,Mike X Cohen,,4.7,Gratis,Important terms in statisticsOverviews of the most important statistical methods,https://img-c.udemycdn.com/course/240x135/3212317_d119_3.jpg
288,2023-12-16 16:47:23.175286+00,Statistics Introduction,https://myskill.id/course/statistics-introduction,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.61,Berbayar,"Pada materi ini, kita akan berkenalan dengan statistika. Kita akan belajar menganai populasi dan sampel dan memahami cara pengambilan sampel. Setelah mempelaajari materi ini, peserta dapat menentukan populasi dan sampel serta pengambilan sampel dengan tepat.",https://image.myskill.id/elearning-poster/KyScMRtW23DhNUlzIFlZ/thumbnail.png
289,2023-12-16 16:47:23.175286+00,Steps in Japanese forBeginners1 Part1,https://www.edx.org/learn/japanese/waseda-university-steps-in-japanese-for-beginners1-part1,Waseda University,Language,,Introductory,,,None,https://prod-discovery.edx-cdn.org/media/course/image/840acc48-0d64-4a9d-a424-712406a034a6-2ba1eb03fbae.small.png
290,2023-12-16 16:47:23.175286+00,Stored Procedure,https://myskill.id/course/stored-procedure,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.59,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada stored produce. Selain itu, akan dijelaskan juga mengenai keuntungan dari stored produce. Di akhir sesi akan ada sesi demonstrasi agar lebih paham dengan materi ini.",https://image.myskill.id/elearning-poster/Gmkn53xX6Amn7ambAML2/thumbnail.png
291,2023-12-16 16:47:23.175286+00,Storytelling for SocialChange,https://www.edx.org/learn/social-justice/the-university-of-michigan-storytelling-for-social-change,The University of Michigan,Communication,,Introductory,,,"Empathy, Social Change",https://prod-discovery.edx-cdn.org/media/course/image/bb8d8107-29c6-4004-9a9d-088ca28a7dda-5165a747d5c6.small.png
292,2023-12-16 16:47:23.175286+00,Storytelling in theWorkplace,https://www.edx.org/learn/storytelling/rochester-institute-of-technology-storytelling-in-the-workplace,Rochester Institute of Technology,Communication,,Introductory,,,"Target Audience, Writing, Communications",https://prod-discovery.edx-cdn.org/media/course/image/c5e876c0-0a8e-4191-ba43-6c4e6d7a5d35-09dcecf754e5.small.jpeg
293,2023-12-16 16:47:23.175286+00,Strategi Memulai Digital Marketing dari Awal,https://www.udemy.com/course/pengantar-digital-marketing/,Udemy,Digital Marketing,Sasana Digital,"Beginner ",4.0,Gratis,Membangun Mindset Digital Marketing Sebagai PemulaMempelajari Platform yang digunakan dalam Digital MarketingMengetahui Cara Optimasi Digital MarketingMengetahui Cara Digital Marketing yang paling tepat untuk Bisnis atau Karir Anda,https://img-c.udemycdn.com/course/240x135/4274812_e461.jpg
